time,open,high,low,close,volume
2025-03-05 00:00:00+00:00,87278.7,87285.9,87034.8,87091.7,6.93234672
2025-03-05 00:05:00+00:00,87096.4,87205.7,87021.2,87079.6,5.24227765
2025-03-05 00:10:00+00:00,87086.2,87281.6,87086.2,87150.7,4.83285574
2025-03-05 00:15:00+00:00,87123.3,87186.4,86853.4,86896.9,7.59774735
2025-03-05 00:20:00+00:00,86903.6,87003.1,86767.2,86907.2,9.98815793
2025-03-05 00:25:00+00:00,86907.3,87072.5,86907.3,87068.9,6.76412499
2025-03-05 00:30:00+00:00,87062.0,87170.5,86683.4,86791.7,8.53074071
2025-03-05 00:35:00+00:00,86784.3,86903.4,86619.4,86630.9,8.1202814
2025-03-05 00:40:00+00:00,86633.5,86728.2,86368.9,86605.3,9.34115749
2025-03-05 00:45:00+00:00,86596.4,86842.7,86430.0,86459.1,7.18473501
2025-03-05 00:50:00+00:00,86467.2,86734.9,86467.2,86692.2,8.1745247
2025-03-05 00:55:00+00:00,86703.3,86840.2,86703.3,86807.3,4.196947
2025-03-05 01:00:00+00:00,86807.4,86839.1,86599.5,86599.6,8.71920771
2025-03-05 01:05:00+00:00,86603.9,86855.2,86600.4,86773.5,5.8868086
2025-03-05 01:10:00+00:00,86775.3,86941.3,86775.3,86847.3,4.16052513
2025-03-05 01:15:00+00:00,86855.3,87072.7,86811.6,86845.7,8.9469239
2025-03-05 01:20:00+00:00,86851.5,87073.6,86851.5,87013.9,5.60096724
2025-03-05 01:25:00+00:00,87019.2,87430.3,87019.2,87281.7,12.98618889
2025-03-05 01:30:00+00:00,87281.8,87395.5,87076.3,87395.5,9.3952233
2025-03-05 01:35:00+00:00,87384.1,87610.0,87377.1,87412.2,6.6488448
2025-03-05 01:40:00+00:00,87412.3,87508.7,87326.0,87489.2,6.9596025
2025-03-05 01:45:00+00:00,87489.2,87537.6,87364.9,87537.6,5.15932131
2025-03-05 01:50:00+00:00,87537.6,87787.0,87537.5,87738.2,8.19811299
2025-03-05 01:55:00+00:00,87738.1,87738.1,87530.2,87639.5,5.89263229
2025-03-05 02:00:00+00:00,87639.6,87685.6,87420.3,87494.6,6.62149798
2025-03-05 02:05:00+00:00,87488.4,87540.9,87287.8,87395.7,3.92913761
2025-03-05 02:10:00+00:00,87395.7,87416.8,87161.0,87279.0,5.82607304
2025-03-05 02:15:00+00:00,87289.8,87328.0,87060.4,87175.9,6.86009074
2025-03-05 02:20:00+00:00,87191.5,87640.1,87170.3,87460.5,6.2577126
2025-03-05 02:25:00+00:00,87480.3,87485.5,87239.1,87306.9,4.4022993
2025-03-05 02:30:00+00:00,87303.5,87486.1,87122.6,87168.6,4.92685645
2025-03-05 02:35:00+00:00,87171.3,87291.9,87041.1,87240.4,5.63909014
2025-03-05 02:40:00+00:00,87240.3,87581.7,87235.6,87506.5,5.02398055
2025-03-05 02:45:00+00:00,87495.7,87683.6,87420.9,87555.1,4.95654261
2025-03-05 02:50:00+00:00,87555.1,87889.3,87555.1,87715.9,10.54789632
2025-03-05 02:55:00+00:00,87745.2,87869.1,87379.7,87475.2,8.25222316
2025-03-05 03:00:00+00:00,87475.2,87677.2,87317.0,87583.9,7.51489552
2025-03-05 03:05:00+00:00,87586.7,87665.7,87440.9,87557.6,4.59232932
2025-03-05 03:10:00+00:00,87563.1,87796.9,87563.1,87724.5,5.0392691
2025-03-05 03:15:00+00:00,87724.5,87895.6,87693.8,87699.0,8.83249187
2025-03-05 03:20:00+00:00,87699.0,87885.0,87611.5,87717.0,4.31874088
2025-03-05 03:25:00+00:00,87708.5,87810.6,87683.9,87689.3,3.65979396
2025-03-05 03:30:00+00:00,87689.3,87854.8,87614.6,87653.3,9.35916628
2025-03-05 03:35:00+00:00,87653.2,87731.1,87587.0,87629.6,5.10877872
2025-03-05 03:40:00+00:00,87626.4,87626.4,87414.5,87414.6,4.41964825
2025-03-05 03:45:00+00:00,87414.6,87611.8,87375.0,87495.1,6.49270125
2025-03-05 03:50:00+00:00,87488.3,87601.9,87401.8,87401.8,4.56287286
2025-03-05 03:55:00+00:00,87401.7,87401.7,86786.5,86848.4,11.45436977
2025-03-05 04:00:00+00:00,86848.5,87110.3,86748.6,86994.0,9.59345624
2025-03-05 04:05:00+00:00,86993.9,87144.8,86851.8,87125.3,8.32924743
2025-03-05 04:10:00+00:00,87125.3,87184.2,87004.3,87052.4,5.12691088
2025-03-05 04:15:00+00:00,87058.6,87229.9,87038.1,87151.7,6.31648095
2025-03-05 04:20:00+00:00,87143.3,87401.2,87143.3,87220.5,9.73659499
2025-03-05 04:25:00+00:00,87213.8,87335.0,87020.0,87020.1,5.48885368
2025-03-05 04:30:00+00:00,87020.0,87075.1,86890.0,86953.8,5.45474963
2025-03-05 04:35:00+00:00,86953.7,87071.0,86933.6,87047.7,2.59235573
2025-03-05 04:40:00+00:00,87054.3,87056.9,86928.4,87001.8,2.74119475
2025-03-05 04:45:00+00:00,87001.7,87023.4,86909.9,87004.9,3.13947956
2025-03-05 04:50:00+00:00,87004.9,87082.6,86940.2,86940.2,5.16571037
2025-03-05 04:55:00+00:00,86940.2,87031.1,86887.6,86917.3,2.89338153
2025-03-05 05:00:00+00:00,86923.4,86983.9,86858.3,86871.0,3.13458899
2025-03-05 05:05:00+00:00,86871.0,87134.5,86850.9,87120.9,3.95028187
2025-03-05 05:10:00+00:00,87121.0,87188.6,87040.4,87103.7,4.50041745
2025-03-05 05:15:00+00:00,87103.7,87117.6,86928.4,86968.8,4.36025382
2025-03-05 05:20:00+00:00,86976.6,87045.3,86894.7,86939.2,2.35802239
2025-03-05 05:25:00+00:00,86939.1,87007.5,86894.4,86978.6,4.09573113
2025-03-05 05:30:00+00:00,86967.1,87058.6,86937.7,87008.8,3.16689437
2025-03-05 05:35:00+00:00,87008.8,87159.1,86963.6,87003.1,5.05611179
2025-03-05 05:40:00+00:00,87007.8,87038.2,86970.8,86971.5,2.22782373
2025-03-05 05:45:00+00:00,86971.5,87118.7,86971.5,87118.7,3.1380032
2025-03-05 05:50:00+00:00,87118.6,87204.1,87094.1,87202.9,2.32496027
2025-03-05 05:55:00+00:00,87202.8,87245.0,87129.6,87139.5,2.20707748
2025-03-05 06:00:00+00:00,87139.5,87201.1,87021.8,87119.6,3.28471698
2025-03-05 06:05:00+00:00,87119.5,87208.5,87035.5,87035.6,2.75314423
2025-03-05 06:10:00+00:00,87035.6,87078.0,87004.3,87031.7,4.37108276
2025-03-05 06:15:00+00:00,87031.7,87151.9,87000.0,87108.9,3.46166757
2025-03-05 06:20:00+00:00,87108.9,87131.9,87030.5,87130.8,2.30415443
2025-03-05 06:25:00+00:00,87136.1,87205.9,87092.7,87105.1,2.53328189
2025-03-05 06:30:00+00:00,87105.1,87229.2,87105.1,87220.5,3.38592283
2025-03-05 06:35:00+00:00,87220.5,87289.6,87166.0,87289.6,2.92181939
2025-03-05 06:40:00+00:00,87294.0,87457.6,87294.0,87426.7,5.44704886
2025-03-05 06:45:00+00:00,87428.9,87515.0,87400.7,87447.0,3.17125053
2025-03-05 06:50:00+00:00,87447.0,87482.0,87354.1,87473.0,2.14069675
2025-03-05 06:55:00+00:00,87473.0,87573.8,87465.0,87489.0,3.15929841
2025-03-05 07:00:00+00:00,87489.0,87724.6,87489.0,87598.1,5.44984165
2025-03-05 07:05:00+00:00,87598.1,87671.6,87495.6,87602.6,5.0315891
2025-03-05 07:10:00+00:00,87602.6,87618.1,87473.9,87498.1,3.63569414
2025-03-05 07:15:00+00:00,87498.0,87498.0,87383.0,87396.4,3.36748935
2025-03-05 07:20:00+00:00,87396.5,87531.0,87362.1,87515.4,3.27049876
2025-03-05 07:25:00+00:00,87515.3,87531.0,87434.4,87530.9,2.39946769
2025-03-05 07:30:00+00:00,87530.9,87563.2,87440.2,87518.3,3.95372815
2025-03-05 07:35:00+00:00,87518.6,87574.7,87407.4,87407.4,3.37765367
2025-03-05 07:40:00+00:00,87407.4,87528.1,87352.7,87528.1,2.42563239
2025-03-05 07:45:00+00:00,87528.0,87556.4,87405.9,87554.0,1.74337979
2025-03-05 07:50:00+00:00,87554.0,87665.3,87553.9,87577.7,4.03539154
2025-03-05 07:55:00+00:00,87577.7,87681.3,87566.9,87620.6,2.68496988
2025-03-05 08:00:00+00:00,87620.5,87715.1,87603.8,87674.6,4.80401293
2025-03-05 08:05:00+00:00,87674.6,87722.9,87592.0,87604.0,3.59237755
2025-03-05 08:10:00+00:00,87604.0,87739.5,87593.4,87732.1,3.13100345
2025-03-05 08:15:00+00:00,87732.1,87787.4,87645.3,87774.2,4.2111071
2025-03-05 08:20:00+00:00,87774.1,87832.1,87678.9,87707.6,7.35475652
2025-03-05 08:25:00+00:00,87707.5,87775.1,87688.3,87774.6,6.70475795
2025-03-05 08:30:00+00:00,87774.7,87860.5,87677.9,87816.2,4.25566064
2025-03-05 08:35:00+00:00,87816.3,87869.5,87757.8,87818.3,4.580974
2025-03-05 08:40:00+00:00,87818.2,87897.8,87817.1,87877.7,3.6842034
2025-03-05 08:45:00+00:00,87877.8,87928.8,87746.9,87836.9,6.77601005
2025-03-05 08:50:00+00:00,87837.0,87877.0,87785.3,87823.2,4.38486334
2025-03-05 08:55:00+00:00,87823.1,87823.2,87667.7,87749.9,4.24419019
2025-03-05 09:00:00+00:00,87750.0,87888.8,87670.4,87860.3,11.47933786
2025-03-05 09:05:00+00:00,87865.3,88248.7,87798.8,88187.7,10.48299196
2025-03-05 09:10:00+00:00,88187.6,88411.7,88111.7,88262.4,7.21269911
2025-03-05 09:15:00+00:00,88257.7,88372.6,88155.1,88196.3,7.73589464
2025-03-05 09:20:00+00:00,88196.3,88598.6,88196.3,88499.8,12.06985557
2025-03-05 09:25:00+00:00,88513.8,88680.0,88513.8,88628.5,6.27889443
2025-03-05 09:30:00+00:00,88624.9,88811.6,88606.0,88648.7,15.05754532
2025-03-05 09:35:00+00:00,88648.7,88648.7,88386.9,88429.1,8.90138282
2025-03-05 09:40:00+00:00,88432.6,88544.9,88338.9,88544.9,13.22682184
2025-03-05 09:45:00+00:00,88553.8,88604.5,88421.3,88437.6,4.016971
2025-03-05 09:50:00+00:00,88428.1,88470.7,88356.2,88387.8,4.00885542
2025-03-05 09:55:00+00:00,88381.3,88549.7,88381.3,88472.3,3.19678605
2025-03-05 10:00:00+00:00,88472.3,88627.8,88472.3,88627.8,3.90423386
2025-03-05 10:05:00+00:00,88627.7,88702.5,88576.4,88576.4,12.138156
2025-03-05 10:10:00+00:00,88576.5,88576.5,88352.0,88435.8,5.17030405
2025-03-05 10:15:00+00:00,88443.7,88609.0,88443.7,88528.2,7.35525157
2025-03-05 10:20:00+00:00,88528.1,88835.8,88527.4,88835.8,8.03829552
2025-03-05 10:25:00+00:00,88835.8,89624.5,88835.8,89601.2,32.79055148
2025-03-05 10:30:00+00:00,89611.7,90405.6,89566.5,90320.3,33.97673573
2025-03-05 10:35:00+00:00,90318.3,90647.8,90185.4,90364.1,21.86320556
2025-03-05 10:40:00+00:00,90356.7,90425.9,89945.5,89984.5,19.63092864
2025-03-05 10:45:00+00:00,89975.7,90119.5,89690.9,89776.2,12.27106428
2025-03-05 10:50:00+00:00,89773.1,89830.4,89585.2,89713.7,10.72299696
2025-03-05 10:55:00+00:00,89700.2,90046.7,89700.2,89915.9,10.3771891
2025-03-05 11:00:00+00:00,89919.7,89948.1,89730.2,89733.2,8.87578745
2025-03-05 11:05:00+00:00,89733.2,89976.6,89680.2,89916.1,7.08003479
2025-03-05 11:10:00+00:00,89921.7,90049.5,89919.1,89919.1,5.12716398
2025-03-05 11:15:00+00:00,89914.3,90065.6,89820.0,89820.1,4.11871519
2025-03-05 11:20:00+00:00,89827.5,89927.0,89635.8,89694.6,6.56096903
2025-03-05 11:25:00+00:00,89694.5,89845.1,89648.7,89701.6,6.86224877
2025-03-05 11:30:00+00:00,89682.4,89786.9,89564.3,89583.0,5.9313449
2025-03-05 11:35:00+00:00,89582.9,89697.8,89564.0,89647.2,5.91507182
2025-03-05 11:40:00+00:00,89647.3,89878.7,89647.3,89841.0,3.98309504
2025-03-05 11:45:00+00:00,89840.9,90071.0,89831.9,90036.7,12.92894223
2025-03-05 11:50:00+00:00,90041.0,90112.3,89605.9,89707.4,8.24815711
2025-03-05 11:55:00+00:00,89708.8,89906.8,89708.5,89811.6,9.48068839
2025-03-05 12:00:00+00:00,89811.6,89999.4,89811.6,89961.6,7.95327471
2025-03-05 12:05:00+00:00,89963.6,90374.5,89937.4,90346.5,10.83966647
2025-03-05 12:10:00+00:00,90341.6,90517.9,90249.5,90249.5,10.94482685
2025-03-05 12:15:00+00:00,90231.4,90614.3,90151.9,90588.5,16.02143649
2025-03-05 12:20:00+00:00,90588.5,90748.8,90129.2,90283.7,17.40192058
2025-03-05 12:25:00+00:00,90283.5,90386.1,90167.7,90364.2,9.07183421
2025-03-05 12:30:00+00:00,90375.0,90840.5,90375.0,90554.0,22.26478579
2025-03-05 12:35:00+00:00,90547.0,90776.9,90424.1,90776.9,12.47521082
2025-03-05 12:40:00+00:00,90767.4,90921.5,90575.2,90619.3,23.0258994
2025-03-05 12:45:00+00:00,90619.4,90682.5,90216.4,90351.4,12.84094527
2025-03-05 12:50:00+00:00,90358.5,90502.8,90261.2,90471.1,10.17554649
2025-03-05 12:55:00+00:00,90471.2,90516.8,90308.5,90370.7,8.77673457
2025-03-05 13:00:00+00:00,90370.7,90587.9,90218.2,90367.7,17.26311652
2025-03-05 13:05:00+00:00,90363.5,90389.8,89855.4,89950.2,26.3601769
2025-03-05 13:10:00+00:00,89950.2,90222.7,89713.2,89713.2,15.53537513
2025-03-05 13:15:00+00:00,89713.1,89936.2,89599.3,89599.3,23.35785973
2025-03-05 13:20:00+00:00,89598.0,89936.6,89598.0,89649.4,14.68018301
2025-03-05 13:25:00+00:00,89642.3,89790.8,89424.8,89779.4,14.52974567
2025-03-05 13:30:00+00:00,89779.3,89985.6,89772.8,89950.8,20.79374695
2025-03-05 13:35:00+00:00,89942.9,89942.9,89617.4,89628.8,10.29117524
2025-03-05 13:40:00+00:00,89628.9,89662.2,89116.0,89125.8,19.46173829
2025-03-05 13:45:00+00:00,89125.9,89640.0,89122.3,89514.4,16.87056649
2025-03-05 13:50:00+00:00,89514.3,89732.0,89455.9,89514.0,21.39550028
2025-03-05 13:55:00+00:00,89514.1,89575.7,89425.8,89470.0,7.67263955
2025-03-05 14:00:00+00:00,89470.1,89601.5,89379.2,89393.9,7.56583379
2025-03-05 14:05:00+00:00,89393.9,89726.5,89360.1,89600.4,9.72639924
2025-03-05 14:10:00+00:00,89589.4,89790.3,89563.6,89764.3,6.58107379
2025-03-05 14:15:00+00:00,89773.3,89824.8,89523.4,89641.2,8.7600812
2025-03-05 14:20:00+00:00,89629.0,89629.0,89315.9,89404.6,9.39285411
2025-03-05 14:25:00+00:00,89403.9,89724.3,89403.9,89724.3,9.82090818
2025-03-05 14:30:00+00:00,89731.4,89790.9,89163.3,89365.3,17.56010158
2025-03-05 14:35:00+00:00,89365.2,89531.1,88382.4,88706.2,47.34781886
2025-03-05 14:40:00+00:00,88714.9,89800.0,88714.9,89364.3,24.7465866
2025-03-05 14:45:00+00:00,89354.8,89399.9,88840.9,88913.1,20.00992844
2025-03-05 14:50:00+00:00,88896.0,89365.6,88774.5,88861.0,23.00424472
2025-03-05 14:55:00+00:00,88860.9,89015.2,88170.9,88503.8,29.16949562
2025-03-05 15:00:00+00:00,88517.1,89533.5,88517.1,88928.9,45.97508039
2025-03-05 15:05:00+00:00,88942.8,89201.6,88857.6,89071.6,19.47432319
2025-03-05 15:10:00+00:00,89062.7,89136.4,88527.7,88640.4,18.16998837
2025-03-05 15:15:00+00:00,88640.4,88738.7,88245.0,88346.3,19.18559409
2025-03-05 15:20:00+00:00,88337.1,88547.6,88133.8,88336.4,18.80529831
2025-03-05 15:25:00+00:00,88323.8,88532.3,87901.8,88079.2,24.78951534
2025-03-05 15:30:00+00:00,88081.2,88565.8,88007.1,88493.9,18.06751778
2025-03-05 15:35:00+00:00,88493.9,88798.9,88470.3,88703.9,12.82791803
2025-03-05 15:40:00+00:00,88704.0,88712.8,88372.7,88584.0,9.6438625
2025-03-05 15:45:00+00:00,88592.6,88736.5,88295.1,88398.2,10.65512118
2025-03-05 15:50:00+00:00,88372.7,88645.8,88178.2,88615.7,8.75291378
2025-03-05 15:55:00+00:00,88608.4,88667.3,88325.0,88344.6,7.82114073
2025-03-05 16:00:00+00:00,88330.4,88367.5,88178.1,88358.3,9.34351096
2025-03-05 16:05:00+00:00,88358.2,88430.3,88040.2,88062.2,11.73062989
2025-03-05 16:10:00+00:00,88070.9,88125.6,87617.4,87925.7,18.38871691
2025-03-05 16:15:00+00:00,87912.9,88106.4,87717.3,87993.4,34.98001136
2025-03-05 16:20:00+00:00,87993.4,88270.8,87881.7,88040.2,16.79379287
2025-03-05 16:25:00+00:00,88040.3,88163.0,87599.7,87940.4,17.30172936
2025-03-05 16:30:00+00:00,87929.7,88006.1,87671.4,87692.0,14.17142486
2025-03-05 16:35:00+00:00,87698.5,88304.8,87640.2,88188.5,61.99581229
2025-03-05 16:40:00+00:00,88188.6,88194.6,87987.8,88084.6,11.01392462
2025-03-05 16:45:00+00:00,88101.0,88324.0,87959.3,88281.8,33.10909022
2025-03-05 16:50:00+00:00,88281.9,88536.4,88088.9,88454.4,50.43756639
2025-03-05 16:55:00+00:00,88467.0,89265.3,88467.0,88936.6,37.36169965
2025-03-05 17:00:00+00:00,88929.3,89266.6,88805.1,88880.4,14.2082595
2025-03-05 17:05:00+00:00,88880.4,89173.6,88788.2,89162.2,16.97801971
2025-03-05 17:10:00+00:00,89162.3,89354.5,89015.4,89126.3,15.14899137
2025-03-05 17:15:00+00:00,89126.3,89527.0,89091.8,89367.2,10.71387022
2025-03-05 17:20:00+00:00,89367.1,89736.3,89236.7,89715.6,13.7671512
2025-03-05 17:25:00+00:00,89720.9,90076.5,89690.9,90045.0,16.63201456
2025-03-05 17:30:00+00:00,90045.0,90474.1,90000.0,90417.0,16.31374413
2025-03-05 17:35:00+00:00,90403.4,90403.4,89776.8,89885.5,13.23064723
2025-03-05 17:40:00+00:00,89885.5,90000.0,89586.7,89747.8,27.9055137
2025-03-05 17:45:00+00:00,89756.6,89770.2,89316.7,89706.0,18.04235126
2025-03-05 17:50:00+00:00,89708.0,90038.5,89708.0,89937.3,11.21184625
2025-03-05 17:55:00+00:00,89929.0,90000.0,89553.6,89690.1,9.40314401
2025-03-05 18:00:00+00:00,89690.1,89729.4,89418.2,89679.5,10.14436263
2025-03-05 18:05:00+00:00,89679.5,89942.1,88881.0,89051.7,31.79029631
2025-03-05 18:10:00+00:00,89060.7,89468.5,89051.8,89245.4,14.94868384
2025-03-05 18:15:00+00:00,89253.5,89437.8,89027.0,89187.3,14.46280285
2025-03-05 18:20:00+00:00,89187.3,89406.0,89176.7,89405.9,8.99267063
2025-03-05 18:25:00+00:00,89406.0,89472.9,89225.0,89398.5,7.23228861
2025-03-05 18:30:00+00:00,89404.9,89404.9,88984.0,89184.9,11.14130234
2025-03-05 18:35:00+00:00,89185.0,89336.8,89076.0,89271.1,9.24635167
2025-03-05 18:40:00+00:00,89282.3,89290.7,89049.6,89058.5,5.10769717
2025-03-05 18:45:00+00:00,89058.4,89332.9,89031.7,89302.6,9.08564068
2025-03-05 18:50:00+00:00,89294.3,89595.3,89283.8,89494.9,9.88396213
2025-03-05 18:55:00+00:00,89494.9,89796.5,89480.0,89711.8,7.84864691
2025-03-05 19:00:00+00:00,89711.9,90034.1,89622.5,90004.7,9.63903568
2025-03-05 19:05:00+00:00,90004.6,90140.0,89850.2,89962.1,13.67407363
2025-03-05 19:10:00+00:00,89982.8,89996.8,89756.1,89902.3,8.08515016
2025-03-05 19:15:00+00:00,89917.7,89985.3,89552.2,89613.2,10.91808052
2025-03-05 19:20:00+00:00,89624.2,90077.0,89595.4,90049.2,7.40687822
2025-03-05 19:25:00+00:00,90041.8,90056.8,89756.7,89756.7,10.49979416
2025-03-05 19:30:00+00:00,89750.1,89809.1,89640.0,89657.0,6.82780241
2025-03-05 19:35:00+00:00,89645.8,89685.5,89471.3,89572.7,5.99974734
2025-03-05 19:40:00+00:00,89572.7,89894.9,89554.6,89853.4,7.13396794
2025-03-05 19:45:00+00:00,89870.5,89954.3,89785.8,89877.7,7.20322146
2025-03-05 19:50:00+00:00,89877.8,89984.3,89761.7,89865.6,5.28158772
2025-03-05 19:55:00+00:00,89865.6,89962.9,89738.3,89745.3,5.59452836
2025-03-05 20:00:00+00:00,89745.3,90061.4,89745.3,89980.3,5.20590116
2025-03-05 20:05:00+00:00,89984.4,90263.7,89969.8,90208.8,6.65875895
2025-03-05 20:10:00+00:00,90208.8,90208.8,90003.6,90090.9,5.18878319
2025-03-05 20:15:00+00:00,90096.9,90099.1,89751.6,89833.7,6.66695562
2025-03-05 20:20:00+00:00,89833.8,89876.9,89681.4,89807.6,6.11550192
2025-03-05 20:25:00+00:00,89807.6,90080.0,89800.0,90011.1,8.47704451
2025-03-05 20:30:00+00:00,90007.6,90197.0,89906.5,90197.0,10.90476629
2025-03-05 20:35:00+00:00,90197.1,90337.5,90053.9,90087.6,9.62405019
2025-03-05 20:40:00+00:00,90076.5,90347.9,90067.8,90347.9,7.7897391
2025-03-05 20:45:00+00:00,90347.9,90430.6,90273.4,90387.3,10.13360431
2025-03-05 20:50:00+00:00,90387.3,90470.0,90228.4,90464.5,6.29779321
2025-03-05 20:55:00+00:00,90464.5,90567.1,90295.8,90493.4,7.52278345
2025-03-05 21:00:00+00:00,90499.6,90526.1,90222.4,90257.7,5.17414411
2025-03-05 21:05:00+00:00,90264.1,90462.6,90118.1,90462.6,5.20146844
2025-03-05 21:10:00+00:00,90462.7,90683.2,90279.1,90289.4,5.88535623
2025-03-05 21:15:00+00:00,90315.6,90417.2,90146.7,90214.1,3.86337985
2025-03-05 21:20:00+00:00,90214.1,90243.0,89937.0,90072.0,12.7823013
2025-03-05 21:25:00+00:00,90072.1,90282.3,90055.0,90273.0,5.29426039
2025-03-05 21:30:00+00:00,90272.8,90277.0,89992.5,90044.1,7.12944501
2025-03-05 21:35:00+00:00,90044.2,90136.6,89951.5,90113.0,4.00241447
2025-03-05 21:40:00+00:00,90113.1,90220.8,90097.8,90161.7,3.06782098
2025-03-05 21:45:00+00:00,90161.6,90175.3,90027.1,90175.2,5.45435761
2025-03-05 21:50:00+00:00,90168.6,90430.5,90168.5,90347.8,4.96187398
2025-03-05 21:55:00+00:00,90347.9,90491.9,90299.3,90374.3,4.91547511
2025-03-05 22:00:00+00:00,90374.3,90470.1,90216.9,90252.4,9.45626174
2025-03-05 22:05:00+00:00,90252.4,90386.9,90252.4,90253.7,5.7557139
2025-03-05 22:10:00+00:00,90253.7,90269.3,90174.8,90269.3,5.45513743
2025-03-05 22:15:00+00:00,90269.3,90347.1,90160.3,90168.4,4.66047232
2025-03-05 22:20:00+00:00,90157.7,90176.1,90067.5,90111.7,2.37855768
2025-03-05 22:25:00+00:00,90111.7,90205.1,90019.4,90020.7,1.55451396
2025-03-05 22:30:00+00:00,90030.8,90193.8,90030.7,90167.7,1.52647098
2025-03-05 22:35:00+00:00,90178.1,90309.8,90101.2,90101.2,1.86919778
2025-03-05 22:40:00+00:00,90107.0,90253.7,90107.0,90253.7,1.71854331
2025-03-05 22:45:00+00:00,90254.5,90322.5,90254.4,90322.5,0.89840358
2025-03-05 22:50:00+00:00,90322.5,90364.7,90311.7,90364.6,3.01701674
2025-03-05 22:55:00+00:00,90364.6,90540.6,90364.6,90441.8,4.30584125
2025-03-05 23:00:00+00:00,90441.8,90587.0,90404.7,90550.9,12.19629893
2025-03-05 23:05:00+00:00,90559.1,90559.1,90348.9,90389.3,2.97210989
2025-03-05 23:10:00+00:00,90389.3,90490.7,90338.3,90349.4,3.40733641
2025-03-05 23:15:00+00:00,90357.0,90524.5,90357.0,90391.2,1.82973912
2025-03-05 23:20:00+00:00,90384.2,90396.1,90304.2,90369.3,1.45283075
2025-03-05 23:25:00+00:00,90376.4,90607.3,90367.0,90539.9,1.83490706
2025-03-05 23:30:00+00:00,90539.9,90782.6,90539.9,90666.2,3.78539452
2025-03-05 23:35:00+00:00,90666.2,90716.0,90541.8,90704.8,3.75484819
2025-03-05 23:40:00+00:00,90688.3,90881.8,90646.1,90866.8,4.65105767
2025-03-05 23:45:00+00:00,90855.0,91047.3,90727.3,90789.7,20.44275096
2025-03-05 23:50:00+00:00,90794.0,90813.3,90586.5,90622.1,5.36746937
2025-03-05 23:55:00+00:00,90627.2,90656.6,90547.2,90610.9,3.56866113
